Date,Day,File,Cluster
2019-01-26,Saturday,wikipedia,0
2019-01-27,Sunday,wikipedia,0
2019-01-28,Monday,wikipedia,0
2019-01-29,Tuesday,wikipedia,0
2019-01-30,Wednesday,wikipedia,0
2019-01-31,Thursday,wikipedia,0
2019-02-01,Friday,wikipedia,0
2019-02-02,Saturday,wikipedia,0
2019-02-03,Sunday,wikipedia,0
2019-02-04,Monday,wikipedia,0
2019-02-05,Tuesday,wikipedia,0
2019-02-06,Wednesday,wikipedia,0
2019-02-07,Thursday,wikipedia,0
2019-02-08,Friday,wikipedia,0
2019-02-09,Saturday,wikipedia,0
2019-02-10,Sunday,wikipedia,0
2019-02-11,Monday,wikipedia,0
2019-02-12,Tuesday,wikipedia,0
2019-02-13,Wednesday,wikipedia,0
2019-02-14,Thursday,wikipedia,0
2019-02-15,Friday,wikipedia,0
2019-02-16,Saturday,wikipedia,0
2019-02-17,Sunday,wikipedia,0
2019-02-18,Monday,wikipedia,0
2019-02-19,Tuesday,wikipedia,0
2019-02-20,Wednesday,wikipedia,0
2019-02-21,Thursday,wikipedia,0
2019-02-22,Friday,wikipedia,0
2019-02-23,Saturday,wikipedia,0
2019-02-24,Sunday,wikipedia,0
2019-02-25,Monday,wikipedia,0
2019-02-26,Tuesday,wikipedia,0
2019-02-27,Wednesday,wikipedia,0
2019-02-28,Thursday,wikipedia,0
2019-03-01,Friday,wikipedia,0
2019-03-02,Saturday,wikipedia,0
2019-03-03,Sunday,wikipedia,0
2019-03-04,Monday,wikipedia,0
2019-03-05,Tuesday,wikipedia,0
2019-03-06,Wednesday,wikipedia,0
2019-03-07,Thursday,wikipedia,0
2019-03-08,Friday,wikipedia,0
2019-03-09,Saturday,wikipedia,0
2019-03-10,Sunday,wikipedia,0
2019-03-11,Monday,wikipedia,0
2019-03-12,Tuesday,wikipedia,0
2019-03-13,Wednesday,wikipedia,0
2019-03-14,Thursday,wikipedia,0
2019-03-15,Friday,wikipedia,0
2019-03-16,Saturday,wikipedia,0
2019-03-17,Sunday,wikipedia,0
2019-03-18,Monday,wikipedia,0
2019-03-19,Tuesday,wikipedia,0
2019-03-20,Wednesday,wikipedia,0
2019-03-21,Thursday,wikipedia,0
2019-03-22,Friday,wikipedia,0
2019-03-23,Saturday,wikipedia,0
2019-03-24,Sunday,wikipedia,0
2019-03-25,Monday,wikipedia,0
2019-03-26,Tuesday,wikipedia,0
2019-03-27,Wednesday,wikipedia,0
2019-03-28,Thursday,wikipedia,0
2019-03-29,Friday,wikipedia,0
2019-03-30,Saturday,wikipedia,0
2019-03-31,Sunday,wikipedia,0
2019-04-01,Monday,wikipedia,0
2019-04-02,Tuesday,wikipedia,0
2019-04-03,Wednesday,wikipedia,0
2019-04-04,Thursday,wikipedia,0
2019-04-05,Friday,wikipedia,0
2019-04-06,Saturday,wikipedia,0
2019-04-07,Sunday,wikipedia,0
2019-04-08,Monday,wikipedia,0
2019-04-09,Tuesday,wikipedia,0
2019-04-10,Wednesday,wikipedia,0
2019-04-11,Thursday,wikipedia,0
2019-04-12,Friday,wikipedia,0
2019-04-13,Saturday,wikipedia,0
2019-04-14,Sunday,wikipedia,0
2019-04-15,Monday,wikipedia,0
2019-04-16,Tuesday,wikipedia,0
2019-04-17,Wednesday,wikipedia,0
2019-04-18,Thursday,wikipedia,0
2019-04-19,Friday,wikipedia,0
2019-04-20,Saturday,wikipedia,0
2019-04-21,Sunday,wikipedia,0
2019-04-22,Monday,wikipedia,0
2019-04-23,Tuesday,wikipedia,0
2019-04-24,Wednesday,wikipedia,0
2019-04-25,Thursday,wikipedia,0
2019-04-26,Friday,wikipedia,0
2019-04-27,Saturday,wikipedia,0
2019-04-28,Sunday,wikipedia,0
2019-04-29,Monday,wikipedia,0
2019-04-30,Tuesday,wikipedia,0
2019-05-01,Wednesday,wikipedia,0
2019-05-02,Thursday,wikipedia,0
2019-05-03,Friday,wikipedia,2
2019-05-04,Saturday,wikipedia,0
2019-05-05,Sunday,wikipedia,0
2019-05-06,Monday,wikipedia,0
2019-05-07,Tuesday,wikipedia,0
2019-05-08,Wednesday,wikipedia,0
2019-05-09,Thursday,wikipedia,0
2019-05-10,Friday,wikipedia,0
2019-05-11,Saturday,wikipedia,0
2019-05-12,Sunday,wikipedia,0
2019-05-13,Monday,wikipedia,0
2019-05-14,Tuesday,wikipedia,0
2019-05-15,Wednesday,wikipedia,0
2019-05-16,Thursday,wikipedia,0
2019-05-17,Friday,wikipedia,0
2019-05-18,Saturday,wikipedia,0
2019-05-19,Sunday,wikipedia,0
2019-05-20,Monday,wikipedia,0
2019-05-21,Tuesday,wikipedia,0
2019-05-22,Wednesday,wikipedia,0
2019-05-23,Thursday,wikipedia,0
2019-05-24,Friday,wikipedia,0
2019-05-25,Saturday,wikipedia,0
2019-05-26,Sunday,wikipedia,0
2019-05-27,Monday,wikipedia,0
2019-05-28,Tuesday,wikipedia,0
2019-05-29,Wednesday,wikipedia,0
2019-05-30,Thursday,wikipedia,0
2019-05-31,Friday,wikipedia,0
2019-06-01,Saturday,wikipedia,0
2019-06-02,Sunday,wikipedia,0
2019-06-03,Monday,wikipedia,0
2019-06-04,Tuesday,wikipedia,0
2019-06-05,Wednesday,wikipedia,0
2019-06-06,Thursday,wikipedia,0
2019-06-07,Friday,wikipedia,0
2019-06-08,Saturday,wikipedia,0
2019-06-09,Sunday,wikipedia,0
2019-06-10,Monday,wikipedia,0
2019-06-11,Tuesday,wikipedia,0
2019-06-12,Wednesday,wikipedia,0
2019-06-13,Thursday,wikipedia,0
2019-06-14,Friday,wikipedia,0
2019-06-15,Saturday,wikipedia,0
2019-06-16,Sunday,wikipedia,0
2019-06-17,Monday,wikipedia,0
2019-06-18,Tuesday,wikipedia,0
2019-06-19,Wednesday,wikipedia,0
2019-06-20,Thursday,wikipedia,0
2019-06-21,Friday,wikipedia,0
2019-06-22,Saturday,wikipedia,0
2019-06-23,Sunday,wikipedia,0
2019-06-24,Monday,wikipedia,0
2019-06-25,Tuesday,wikipedia,0
2019-06-26,Wednesday,wikipedia,0
2019-06-27,Thursday,wikipedia,0
2019-06-28,Friday,wikipedia,0
2019-06-29,Saturday,wikipedia,0
2019-06-30,Sunday,wikipedia,0
2019-07-01,Monday,wikipedia,0
2019-07-02,Tuesday,wikipedia,0
2019-07-03,Wednesday,wikipedia,0
2019-07-04,Thursday,wikipedia,0
2019-07-05,Friday,wikipedia,0
2019-07-06,Saturday,wikipedia,0
2019-07-07,Sunday,wikipedia,0
2019-07-08,Monday,wikipedia,0
2019-07-09,Tuesday,wikipedia,0
2019-07-10,Wednesday,wikipedia,0
2019-07-11,Thursday,wikipedia,0
2019-07-12,Friday,wikipedia,0
2019-07-13,Saturday,wikipedia,0
2019-07-14,Sunday,wikipedia,0
2019-07-15,Monday,wikipedia,0
2019-07-16,Tuesday,wikipedia,0
2019-07-17,Wednesday,wikipedia,0
2019-07-18,Thursday,wikipedia,0
2019-07-19,Friday,wikipedia,0
2019-07-20,Saturday,wikipedia,0
2019-07-21,Sunday,wikipedia,0
2019-07-22,Monday,wikipedia,0
2019-07-23,Tuesday,wikipedia,0
2019-07-24,Wednesday,wikipedia,0
2019-07-25,Thursday,wikipedia,0
2019-07-26,Friday,wikipedia,0
2019-07-27,Saturday,wikipedia,0
2019-07-28,Sunday,wikipedia,0
2019-07-29,Monday,wikipedia,0
2019-07-30,Tuesday,wikipedia,0
2019-07-31,Wednesday,wikipedia,0
2019-08-01,Thursday,wikipedia,0
2019-08-02,Friday,wikipedia,0
2019-08-03,Saturday,wikipedia,0
2019-08-04,Sunday,wikipedia,0
2019-08-05,Monday,wikipedia,0
2019-08-06,Tuesday,wikipedia,0
2019-08-07,Wednesday,wikipedia,0
2019-08-08,Thursday,wikipedia,0
2019-08-09,Friday,wikipedia,0
2019-08-10,Saturday,wikipedia,0
2019-08-11,Sunday,wikipedia,0
2019-08-12,Monday,wikipedia,0
2019-08-13,Tuesday,wikipedia,0
2019-08-14,Wednesday,wikipedia,0
2019-08-15,Thursday,wikipedia,0
2019-08-16,Friday,wikipedia,0
2019-08-17,Saturday,wikipedia,0
2019-08-18,Sunday,wikipedia,0
2019-08-19,Monday,wikipedia,0
2019-08-20,Tuesday,wikipedia,0
2019-08-21,Wednesday,wikipedia,0
2019-08-22,Thursday,wikipedia,0
2019-08-23,Friday,wikipedia,0
2019-08-24,Saturday,wikipedia,0
2019-08-25,Sunday,wikipedia,0
2019-08-26,Monday,wikipedia,0
2019-08-27,Tuesday,wikipedia,0
2019-08-28,Wednesday,wikipedia,0
2019-08-29,Thursday,wikipedia,0
2019-08-30,Friday,wikipedia,0
2019-08-31,Saturday,wikipedia,0
2019-09-01,Sunday,wikipedia,0
2019-09-02,Monday,wikipedia,0
2019-09-03,Tuesday,wikipedia,0
2019-09-04,Wednesday,wikipedia,0
2019-09-05,Thursday,wikipedia,0
2019-09-06,Friday,wikipedia,2
2019-09-07,Saturday,wikipedia,0
2019-09-08,Sunday,wikipedia,0
2019-09-09,Monday,wikipedia,0
2019-09-10,Tuesday,wikipedia,0
2019-09-11,Wednesday,wikipedia,0
2019-09-12,Thursday,wikipedia,0
2019-09-13,Friday,wikipedia,0
2019-09-14,Saturday,wikipedia,0
2019-09-15,Sunday,wikipedia,0
2019-09-16,Monday,wikipedia,0
2019-09-17,Tuesday,wikipedia,0
2019-09-18,Wednesday,wikipedia,0
2019-09-19,Thursday,wikipedia,0
2019-09-20,Friday,wikipedia,0
2019-09-21,Saturday,wikipedia,0
2019-09-22,Sunday,wikipedia,0
2019-09-23,Monday,wikipedia,0
2019-09-24,Tuesday,wikipedia,0
2019-09-25,Wednesday,wikipedia,0
2019-09-26,Thursday,wikipedia,0
2019-09-27,Friday,wikipedia,0
2019-09-28,Saturday,wikipedia,0
2019-09-29,Sunday,wikipedia,0
2019-09-30,Monday,wikipedia,0
2019-10-01,Tuesday,wikipedia,0
2019-10-02,Wednesday,wikipedia,0
2019-10-03,Thursday,wikipedia,0
2019-10-04,Friday,wikipedia,0
2019-10-05,Saturday,wikipedia,0
2019-10-06,Sunday,wikipedia,0
2019-10-07,Monday,wikipedia,0
2019-10-08,Tuesday,wikipedia,0
2019-10-09,Wednesday,wikipedia,0
2019-10-10,Thursday,wikipedia,0
2019-10-11,Friday,wikipedia,0
2019-10-12,Saturday,wikipedia,0
2019-10-13,Sunday,wikipedia,0
2019-10-14,Monday,wikipedia,0
2019-10-15,Tuesday,wikipedia,0
2019-10-16,Wednesday,wikipedia,0
2019-10-17,Thursday,wikipedia,0
2019-10-18,Friday,wikipedia,0
2019-10-19,Saturday,wikipedia,0
2019-10-20,Sunday,wikipedia,0
2019-10-21,Monday,wikipedia,0
2019-10-22,Tuesday,wikipedia,0
2019-10-23,Wednesday,wikipedia,0
2019-10-24,Thursday,wikipedia,0
2019-10-25,Friday,wikipedia,0
2019-10-26,Saturday,wikipedia,0
2019-10-27,Sunday,wikipedia,0
2019-10-28,Monday,wikipedia,0
2019-10-29,Tuesday,wikipedia,0
2019-10-30,Wednesday,wikipedia,0
2019-10-31,Thursday,wikipedia,0
2019-11-01,Friday,wikipedia,0
2019-11-02,Saturday,wikipedia,0
2019-11-03,Sunday,wikipedia,0
2019-11-04,Monday,wikipedia,0
2019-11-05,Tuesday,wikipedia,0
2019-11-06,Wednesday,wikipedia,0
2019-11-07,Thursday,wikipedia,0
2019-11-08,Friday,wikipedia,0
2019-11-09,Saturday,wikipedia,0
2019-11-10,Sunday,wikipedia,0
2019-11-11,Monday,wikipedia,0
2019-11-12,Tuesday,wikipedia,0
2019-11-13,Wednesday,wikipedia,0
2019-11-14,Thursday,wikipedia,0
2019-11-15,Friday,wikipedia,0
2019-11-16,Saturday,wikipedia,0
2019-11-17,Sunday,wikipedia,0
2019-11-18,Monday,wikipedia,0
2019-11-19,Tuesday,wikipedia,0
2019-11-20,Wednesday,wikipedia,0
2019-11-21,Thursday,wikipedia,0
2019-11-22,Friday,wikipedia,0
2019-11-23,Saturday,wikipedia,0
2019-11-24,Sunday,wikipedia,0
2019-11-25,Monday,wikipedia,0
2019-11-26,Tuesday,wikipedia,0
2019-11-27,Wednesday,wikipedia,0
2019-11-28,Thursday,wikipedia,0
2019-11-29,Friday,wikipedia,0
2019-11-30,Saturday,wikipedia,0
2019-12-01,Sunday,wikipedia,0
2019-12-02,Monday,wikipedia,0
2019-12-03,Tuesday,wikipedia,0
2019-12-04,Wednesday,wikipedia,0
2019-12-05,Thursday,wikipedia,0
2019-12-06,Friday,wikipedia,0
2019-12-07,Saturday,wikipedia,0
2019-12-08,Sunday,wikipedia,0
2019-12-09,Monday,wikipedia,0
2019-12-10,Tuesday,wikipedia,0
2019-12-11,Wednesday,wikipedia,0
2019-12-12,Thursday,wikipedia,0
2019-12-13,Friday,wikipedia,0
2019-12-14,Saturday,wikipedia,0
2019-12-15,Sunday,wikipedia,0
2019-12-16,Monday,wikipedia,0
2019-12-17,Tuesday,wikipedia,0
2019-12-18,Wednesday,wikipedia,0
2019-12-19,Thursday,wikipedia,0
2019-12-20,Friday,wikipedia,0
2019-12-21,Saturday,wikipedia,0
2019-12-22,Sunday,wikipedia,0
2019-12-23,Monday,wikipedia,0
2019-12-24,Tuesday,wikipedia,0
2019-12-25,Wednesday,wikipedia,0
2019-12-26,Thursday,wikipedia,0
2019-12-27,Friday,wikipedia,0
2019-12-28,Saturday,wikipedia,0
2019-12-29,Sunday,wikipedia,0
2019-12-30,Monday,wikipedia,0
2019-12-31,Tuesday,wikipedia,0
2020-01-01,Wednesday,wikipedia,0
2020-01-02,Thursday,wikipedia,0
2020-01-03,Friday,wikipedia,0
2020-01-04,Saturday,wikipedia,0
2020-01-05,Sunday,wikipedia,0
2020-01-06,Monday,wikipedia,0
2020-01-07,Tuesday,wikipedia,0
2020-01-08,Wednesday,wikipedia,0
2020-01-09,Thursday,wikipedia,0
2020-01-10,Friday,wikipedia,0
2020-01-11,Saturday,wikipedia,0
2020-01-12,Sunday,wikipedia,0
2020-01-13,Monday,wikipedia,0
2020-01-14,Tuesday,wikipedia,0
2020-01-15,Wednesday,wikipedia,0
2020-01-16,Thursday,wikipedia,0
2020-01-17,Friday,wikipedia,0
2020-01-18,Saturday,wikipedia,0
2020-01-19,Sunday,wikipedia,0
2020-01-20,Monday,wikipedia,0
2020-01-21,Tuesday,wikipedia,0
2020-01-22,Wednesday,wikipedia,0
2020-01-23,Thursday,wikipedia,0
2020-01-24,Friday,wikipedia,0
2020-01-25,Saturday,wikipedia,0
2020-01-26,Sunday,wikipedia,0
2020-01-27,Monday,wikipedia,0
2020-01-28,Tuesday,wikipedia,0
2020-01-29,Wednesday,wikipedia,0
2020-01-30,Thursday,wikipedia,0
2020-01-31,Friday,wikipedia,0
2020-02-01,Saturday,wikipedia,0
2020-02-02,Sunday,wikipedia,0
2020-02-03,Monday,wikipedia,0
2020-02-04,Tuesday,wikipedia,0
2020-02-05,Wednesday,wikipedia,0
2020-02-06,Thursday,wikipedia,0
2020-02-07,Friday,wikipedia,0
2020-02-08,Saturday,wikipedia,0
2020-02-09,Sunday,wikipedia,0
2020-02-10,Monday,wikipedia,0
2020-02-11,Tuesday,wikipedia,0
2020-02-12,Wednesday,wikipedia,0
2020-02-13,Thursday,wikipedia,0
2020-02-14,Friday,wikipedia,0
2020-02-15,Saturday,wikipedia,0
2020-02-16,Sunday,wikipedia,0
2020-02-17,Monday,wikipedia,0
2020-02-18,Tuesday,wikipedia,0
2020-02-19,Wednesday,wikipedia,0
2020-02-20,Thursday,wikipedia,0
2020-02-21,Friday,wikipedia,0
2020-02-22,Saturday,wikipedia,0
2020-02-23,Sunday,wikipedia,0
2020-02-24,Monday,wikipedia,0
2020-02-25,Tuesday,wikipedia,0
2020-02-26,Wednesday,wikipedia,0
2020-02-27,Thursday,wikipedia,0
2020-02-28,Friday,wikipedia,0
2020-02-29,Saturday,wikipedia,0
2020-03-01,Sunday,wikipedia,0
2020-03-02,Monday,wikipedia,0
2020-03-03,Tuesday,wikipedia,0
2020-03-04,Wednesday,wikipedia,0
2020-03-05,Thursday,wikipedia,0
2020-03-06,Friday,wikipedia,0
2020-03-07,Saturday,wikipedia,0
2020-03-08,Sunday,wikipedia,0
2020-03-09,Monday,wikipedia,0
2020-03-10,Tuesday,wikipedia,0
2020-03-11,Wednesday,wikipedia,0
2020-03-12,Thursday,wikipedia,0
2020-03-13,Friday,wikipedia,0
2020-03-14,Saturday,wikipedia,0
2020-03-15,Sunday,wikipedia,0
2020-03-16,Monday,wikipedia,0
2020-03-17,Tuesday,wikipedia,0
2020-03-18,Wednesday,wikipedia,0
2020-03-19,Thursday,wikipedia,0
2020-03-20,Friday,wikipedia,0
2020-03-21,Saturday,wikipedia,0
2020-03-22,Sunday,wikipedia,0
2020-03-23,Monday,wikipedia,0
2020-03-24,Tuesday,wikipedia,0
2020-03-25,Wednesday,wikipedia,0
2020-03-26,Thursday,wikipedia,0
2020-03-27,Friday,wikipedia,0
2020-03-28,Saturday,wikipedia,0
2020-03-29,Sunday,wikipedia,0
2020-03-30,Monday,wikipedia,0
2020-03-31,Tuesday,wikipedia,0
2020-04-01,Wednesday,wikipedia,0
2020-04-02,Thursday,wikipedia,0
2020-04-03,Friday,wikipedia,0
2020-04-04,Saturday,wikipedia,0
2020-04-05,Sunday,wikipedia,0
2020-04-06,Monday,wikipedia,0
2020-04-07,Tuesday,wikipedia,0
2020-04-08,Wednesday,wikipedia,0
2020-04-09,Thursday,wikipedia,0
2020-04-10,Friday,wikipedia,0
2020-04-11,Saturday,wikipedia,0
2020-04-12,Sunday,wikipedia,0
2020-04-13,Monday,wikipedia,0
2020-04-14,Tuesday,wikipedia,0
2020-04-15,Wednesday,wikipedia,0
2020-04-16,Thursday,wikipedia,0
2020-04-17,Friday,wikipedia,0
2020-04-18,Saturday,wikipedia,0
2020-04-19,Sunday,wikipedia,0
2020-04-20,Monday,wikipedia,0
2020-04-21,Tuesday,wikipedia,0
2020-04-22,Wednesday,wikipedia,0
2020-04-23,Thursday,wikipedia,0
2020-04-24,Friday,wikipedia,0
2020-04-25,Saturday,wikipedia,0
2020-04-26,Sunday,wikipedia,0
2020-04-27,Monday,wikipedia,0
2020-04-28,Tuesday,wikipedia,0
2020-04-29,Wednesday,wikipedia,0
2020-04-30,Thursday,wikipedia,0
2020-05-01,Friday,wikipedia,0
2020-05-02,Saturday,wikipedia,0
2020-05-03,Sunday,wikipedia,0
2020-05-04,Monday,wikipedia,0
2020-05-05,Tuesday,wikipedia,0
2020-05-06,Wednesday,wikipedia,0
2020-05-07,Thursday,wikipedia,0
2020-05-08,Friday,wikipedia,0
2020-05-09,Saturday,wikipedia,0
2020-05-10,Sunday,wikipedia,0
2020-05-11,Monday,wikipedia,0
2020-05-12,Tuesday,wikipedia,0
2020-05-13,Wednesday,wikipedia,0
2020-05-14,Thursday,wikipedia,0
2020-05-15,Friday,wikipedia,0
2020-05-16,Saturday,wikipedia,0
2020-05-17,Sunday,wikipedia,0
2020-05-18,Monday,wikipedia,0
2020-05-19,Tuesday,wikipedia,0
2020-05-20,Wednesday,wikipedia,0
2020-05-21,Thursday,wikipedia,0
2020-05-22,Friday,wikipedia,0
2020-05-23,Saturday,wikipedia,0
2020-05-24,Sunday,wikipedia,0
2020-05-25,Monday,wikipedia,0
2020-05-26,Tuesday,wikipedia,0
2020-05-27,Wednesday,wikipedia,0
2020-05-28,Thursday,wikipedia,0
2020-05-29,Friday,wikipedia,0
2020-05-30,Saturday,wikipedia,0
2020-05-31,Sunday,wikipedia,0
2020-06-01,Monday,wikipedia,0
2020-06-02,Tuesday,wikipedia,0
2020-06-03,Wednesday,wikipedia,0
2020-06-04,Thursday,wikipedia,0
2020-06-05,Friday,wikipedia,0
2020-06-06,Saturday,wikipedia,0
2020-06-07,Sunday,wikipedia,0
2020-06-08,Monday,wikipedia,0
2020-06-09,Tuesday,wikipedia,0
2020-06-10,Wednesday,wikipedia,0
2020-06-11,Thursday,wikipedia,0
2020-06-12,Friday,wikipedia,0
2020-06-13,Saturday,wikipedia,0
2020-06-14,Sunday,wikipedia,0
2020-06-15,Monday,wikipedia,0
2020-06-16,Tuesday,wikipedia,0
2020-06-17,Wednesday,wikipedia,0
2020-06-18,Thursday,wikipedia,0
2020-06-19,Friday,wikipedia,0
2020-06-20,Saturday,wikipedia,0
2020-06-21,Sunday,wikipedia,0
2020-06-22,Monday,wikipedia,0
2020-06-23,Tuesday,wikipedia,0
2020-06-24,Wednesday,wikipedia,0
2020-06-25,Thursday,wikipedia,0
2020-06-26,Friday,wikipedia,0
2020-06-27,Saturday,wikipedia,0
2020-06-28,Sunday,wikipedia,0
2020-06-29,Monday,wikipedia,0
2020-06-30,Tuesday,wikipedia,0
2020-07-01,Wednesday,wikipedia,0
2020-07-02,Thursday,wikipedia,0
2020-07-03,Friday,wikipedia,0
2020-07-04,Saturday,wikipedia,0
2020-07-05,Sunday,wikipedia,0
2020-07-06,Monday,wikipedia,0
2020-07-07,Tuesday,wikipedia,0
2020-07-08,Wednesday,wikipedia,0
2020-07-09,Thursday,wikipedia,0
2020-07-10,Friday,wikipedia,0
2020-07-11,Saturday,wikipedia,0
2020-07-12,Sunday,wikipedia,0
2020-07-13,Monday,wikipedia,0
2020-07-14,Tuesday,wikipedia,0
2020-07-15,Wednesday,wikipedia,0
2020-07-16,Thursday,wikipedia,0
2020-07-17,Friday,wikipedia,0
2020-07-18,Saturday,wikipedia,0
2020-07-19,Sunday,wikipedia,0
2020-07-20,Monday,wikipedia,0
2020-07-21,Tuesday,wikipedia,0
2020-07-22,Wednesday,wikipedia,0
2020-07-23,Thursday,wikipedia,0
2020-07-24,Friday,wikipedia,0
2020-07-25,Saturday,wikipedia,0
2020-07-26,Sunday,wikipedia,0
2020-07-27,Monday,wikipedia,0
2020-07-28,Tuesday,wikipedia,0
2020-07-29,Wednesday,wikipedia,0
2020-07-30,Thursday,wikipedia,0
2020-07-31,Friday,wikipedia,0
2020-08-01,Saturday,wikipedia,0
2020-08-02,Sunday,wikipedia,0
2020-08-03,Monday,wikipedia,0
2020-08-04,Tuesday,wikipedia,0
2020-08-05,Wednesday,wikipedia,0
2020-08-06,Thursday,wikipedia,0
2020-08-07,Friday,wikipedia,0
2020-08-08,Saturday,wikipedia,0
2020-08-09,Sunday,wikipedia,0
2020-08-10,Monday,wikipedia,0
2020-08-11,Tuesday,wikipedia,0
2020-08-12,Wednesday,wikipedia,0
2020-08-13,Thursday,wikipedia,0
2020-08-14,Friday,wikipedia,0
2020-08-15,Saturday,wikipedia,0
2020-08-16,Sunday,wikipedia,0
2020-08-17,Monday,wikipedia,0
2020-08-18,Tuesday,wikipedia,0
2020-08-19,Wednesday,wikipedia,0
2020-08-20,Thursday,wikipedia,0
2020-08-21,Friday,wikipedia,0
2020-08-22,Saturday,wikipedia,0
2020-08-23,Sunday,wikipedia,0
2020-08-24,Monday,wikipedia,0
2020-08-25,Tuesday,wikipedia,0
2020-08-26,Wednesday,wikipedia,0
2020-08-27,Thursday,wikipedia,0
2020-08-28,Friday,wikipedia,0
2020-08-29,Saturday,wikipedia,0
2020-08-30,Sunday,wikipedia,0
2020-08-31,Monday,wikipedia,0
2020-09-01,Tuesday,wikipedia,0
2020-09-02,Wednesday,wikipedia,0
2020-09-03,Thursday,wikipedia,0
2020-09-04,Friday,wikipedia,0
2020-09-05,Saturday,wikipedia,0
2020-09-06,Sunday,wikipedia,0
2020-09-07,Monday,wikipedia,0
2020-09-08,Tuesday,wikipedia,0
2020-09-09,Wednesday,wikipedia,0
2020-09-10,Thursday,wikipedia,0
2020-09-11,Friday,wikipedia,0
2020-09-12,Saturday,wikipedia,0
2020-09-13,Sunday,wikipedia,0
2020-09-14,Monday,wikipedia,0
2020-09-15,Tuesday,wikipedia,0
2020-09-16,Wednesday,wikipedia,0
2020-09-17,Thursday,wikipedia,0
2020-09-18,Friday,wikipedia,0
2020-09-19,Saturday,wikipedia,0
2020-09-20,Sunday,wikipedia,0
2020-09-21,Monday,wikipedia,0
2020-09-22,Tuesday,wikipedia,0
2020-09-23,Wednesday,wikipedia,0
2020-09-24,Thursday,wikipedia,0
2020-09-25,Friday,wikipedia,0
2020-09-26,Saturday,wikipedia,0
2020-09-27,Sunday,wikipedia,0
2020-09-28,Monday,wikipedia,0
2020-09-29,Tuesday,wikipedia,0
2020-09-30,Wednesday,wikipedia,0
2020-10-01,Thursday,wikipedia,0
2020-10-02,Friday,wikipedia,0
2020-10-03,Saturday,wikipedia,0
2020-10-04,Sunday,wikipedia,0
2020-10-05,Monday,wikipedia,0
2020-10-06,Tuesday,wikipedia,0
2020-10-07,Wednesday,wikipedia,0
2020-10-08,Thursday,wikipedia,0
2020-10-09,Friday,wikipedia,0
2020-10-10,Saturday,wikipedia,0
2020-10-11,Sunday,wikipedia,0
2020-10-12,Monday,wikipedia,0
2020-10-13,Tuesday,wikipedia,0
2020-10-14,Wednesday,wikipedia,0
2020-10-15,Thursday,wikipedia,0
2020-10-16,Friday,wikipedia,0
2020-10-17,Saturday,wikipedia,0
2020-10-18,Sunday,wikipedia,0
2020-10-19,Monday,wikipedia,0
2020-10-20,Tuesday,wikipedia,0
2020-10-21,Wednesday,wikipedia,0
2020-10-22,Thursday,wikipedia,0
2020-10-23,Friday,wikipedia,0
2020-10-24,Saturday,wikipedia,0
2020-10-25,Sunday,wikipedia,0
2020-10-26,Monday,wikipedia,0
2020-10-27,Tuesday,wikipedia,0
2020-10-28,Wednesday,wikipedia,0
2020-10-29,Thursday,wikipedia,0
2020-10-30,Friday,wikipedia,0
2020-10-31,Saturday,wikipedia,0
2020-11-01,Sunday,wikipedia,0
2020-11-02,Monday,wikipedia,0
2020-11-03,Tuesday,wikipedia,0
2020-11-04,Wednesday,wikipedia,0
2020-11-05,Thursday,wikipedia,0
2020-11-06,Friday,wikipedia,0
2020-11-07,Saturday,wikipedia,0
2020-11-08,Sunday,wikipedia,0
2020-11-09,Monday,wikipedia,0
2020-11-10,Tuesday,wikipedia,0
2020-11-11,Wednesday,wikipedia,0
2020-11-12,Thursday,wikipedia,0
2020-11-13,Friday,wikipedia,0
2020-11-14,Saturday,wikipedia,0
2020-11-15,Sunday,wikipedia,0
2020-11-16,Monday,wikipedia,0
2020-11-17,Tuesday,wikipedia,0
2020-11-18,Wednesday,wikipedia,0
2020-11-19,Thursday,wikipedia,0
2020-11-20,Friday,wikipedia,0
2020-11-21,Saturday,wikipedia,0
2020-11-22,Sunday,wikipedia,0
2020-11-23,Monday,wikipedia,0
2020-11-24,Tuesday,wikipedia,0
2020-11-25,Wednesday,wikipedia,0
2020-11-26,Thursday,wikipedia,0
2020-11-27,Friday,wikipedia,0
2020-11-28,Saturday,wikipedia,0
2020-11-29,Sunday,wikipedia,0
2020-11-30,Monday,wikipedia,0
2020-12-01,Tuesday,wikipedia,0
2020-12-02,Wednesday,wikipedia,0
2020-12-03,Thursday,wikipedia,0
2020-12-04,Friday,wikipedia,0
2020-12-05,Saturday,wikipedia,0
2020-12-06,Sunday,wikipedia,0
2020-12-07,Monday,wikipedia,0
2020-12-08,Tuesday,wikipedia,0
2020-12-09,Wednesday,wikipedia,0
2020-12-10,Thursday,wikipedia,0
2020-12-11,Friday,wikipedia,0
2020-12-12,Saturday,wikipedia,0
2020-12-13,Sunday,wikipedia,0
2020-12-14,Monday,wikipedia,0
2020-12-15,Tuesday,wikipedia,0
2020-12-16,Wednesday,wikipedia,0
2020-12-17,Thursday,wikipedia,0
2020-12-18,Friday,wikipedia,0
2020-12-19,Saturday,wikipedia,0
2020-12-20,Sunday,wikipedia,0
2020-12-21,Monday,wikipedia,0
2020-12-22,Tuesday,wikipedia,0
2020-12-23,Wednesday,wikipedia,0
2020-12-24,Thursday,wikipedia,0
